"n","simulation_run","seed","stringy_diameter","stringy_num_edges","stringy_num_vertices","penrose_diameter","penrose_num_edges","penrose_num_vertices","total_mst_length","stringy05"
5000,7,610,4.86467438222416,513,514,0.0285533550201126,1,2,46.0687909646922,0.105595876956105
5000,8,611,3.49197618473341,375,376,0.025858080183797,1,2,45.9565631904053,0.0759842760709847
5000,9,612,4.5253064581191,500,501,0.029660460781048,1,2,45.6273052463193,0.0991797879293814
5000,10,613,4.19172001305652,452,453,0.0282171677867966,1,2,46.0554469225626,0.091014641983704
5000,11,614,5.04575053689933,558,559,0.0275895653054886,1,2,46.0302852057034,0.109618059378744
5000,12,615,5.22672631280512,563,564,0.0265903985447133,1,2,45.916987638258,0.113829904391424
5000,13,616,5.0104839756858,525,526,0.0244030349107108,1,2,45.9961667275638,0.1089326422648
5000,14,617,4.32883139226249,446,447,0.0268017886284202,1,2,46.1665583706028,0.0937655208671334
5000,15,618,7.0097627434163,730,731,0.0259330442508261,1,2,46.029751170887,0.152287652335819
5000,16,619,3.81725905768399,418,419,0.0249862467739221,1,2,46.2344591894823,0.0825630736165799
5000,17,620,5.06879764865596,524,525,0.0272437860809129,1,2,46.5295321034754,0.10893721513003
5000,18,621,4.90589048872785,519,520,0.0278119346851966,1,2,46.174216318383,0.106247401253125
5000,19,622,5.64848072987439,583,584,0.0269547827379463,1,2,46.2187189707007,0.122211970726733
5000,20,623,5.86436429052914,619,620,0.0235518304192196,1,2,46.2157834769271,0.126890941780894
5000,21,624,4.68456731881768,498,499,0.0264595313590525,1,2,46.1804919308764,0.101440394481497
5000,22,625,5.24694987822309,568,569,0.0297678373223516,1,2,46.4247302507091,0.113020578684847
5000,23,626,6.23728240410454,660,661,0.0239260182995218,1,2,46.4370625852065,0.134316902423789
5000,24,627,4.36574161842212,472,473,0.0299403553927423,1,2,46.0124290328251,0.0948817897726636
5000,25,628,5.21731030726581,558,559,0.0261899476739253,1,2,46.1565698178559,0.113035052818146
5000,26,629,6.45820698036566,678,679,0.0250945392277679,1,2,46.4098603501516,0.139155923582618
5000,27,630,4.11729300549644,435,436,0.0239159287819278,1,2,46.3450754538183,0.0888399245265922
5000,28,631,3.87447956566383,402,403,0.0287764099356047,1,2,46.1125066553636,0.0840223151307081
5000,29,632,4.0775346192901,433,434,0.0258586021577993,1,2,45.8251416878367,0.0889802948579293
5000,30,633,5.78414958323615,632,633,0.0238799967414738,1,2,46.236935806602,0.125098030012842
5000,31,634,5.75787648211322,610,611,0.0348276767247179,1,2,46.3834981467923,0.124136313822019
5000,32,635,5.77315499429672,597,598,0.0263328852021995,1,2,46.1420815961792,0.125116917022113
5000,33,636,4.68210183147451,504,505,0.0230021292438705,1,2,45.7588982518433,0.102321122455913
5000,34,637,3.90877608990025,402,403,0.0267712239838898,1,2,46.5468655164014,0.083975065700674
5000,35,638,5.41334136020546,596,597,0.0280957962789968,1,2,46.1722802157059,0.117242235707563
5000,36,639,6.24450013452151,669,670,0.0259666677234596,1,2,46.1935694778137,0.13518115627589
5000,37,640,5.0213087898481,542,543,0.026329888471069,1,2,46.3071392522208,0.108434873562337
5000,38,641,4.08514345317925,435,436,0.0280100464451172,1,2,45.991186573557,0.0888244848096185
5000,39,642,6.95877275528844,741,742,0.0264943494872708,1,2,45.8243914370504,0.151857395964501
5000,40,643,4.61265606184136,499,500,0.0236545656420953,1,2,46.2156588933287,0.099807211934118
5000,41,644,5.61754681332706,603,604,0.0274001899695037,1,2,45.8587554684308,0.12249671313462
5000,42,645,6.10244283533433,647,648,0.0257710384112375,1,2,46.2391003887233,0.131975812332685
5000,43,646,4.59961175503264,495,496,0.0255151180319249,1,2,45.9135461020242,0.100179841147793
5000,44,647,3.76821746976236,422,423,0.0268379518268341,1,2,46.2513170882823,0.0814726521748509
5000,45,648,5.67868682385853,609,610,0.025226516109936,1,2,46.2584490272701,0.122759991812757
5000,46,649,5.97839716258192,627,628,0.0297264599315911,1,2,46.3730504480701,0.128919644164377
5000,47,650,6.84252513370456,726,727,0.0242371687415688,1,2,46.5215276229961,0.147082984659391
5000,48,651,4.45160405773339,476,477,0.0296544060949234,1,2,46.3399649988027,0.0960640358241187
5000,49,652,5.8136285840367,623,624,0.0250669699947493,1,2,46.1483356389702,0.125976993612904
5000,50,653,4.79603091307915,500,501,0.0299772029276504,1,2,46.3063508132162,0.103571774256725
5000,51,654,4.84953017666705,534,535,0.0258032402688483,1,2,46.1501149288759,0.105081648965358
5000,52,655,5.47442039302766,596,597,0.024272600974122,1,2,46.0824197973009,0.118796287545393
5000,53,656,5.29507935962086,547,548,0.0302215761141159,1,2,46.2522935166192,0.11448252523344
5000,54,657,5.63039184868276,580,581,0.0317949930445196,1,2,45.8563729652417,0.122783192053817
5000,55,658,6.05327582693759,646,647,0.0236986119805113,1,2,45.9544465646963,0.131723397395627
5000,56,659,4.2925493391936,450,451,0.0247379054191514,1,2,46.0025102813695,0.0933111978659136
5000,57,660,4.93150699174272,536,537,0.0276965768627337,1,2,46.2688280408311,0.106583788709556
5000,58,661,4.02749356624212,430,431,0.0274582413072338,1,2,46.3431891231249,0.0869058354085612
5000,59,662,5.93752776099179,642,643,0.0248983919394371,1,2,46.0234281833663,0.129010984086964
5000,60,663,4.71180984422092,505,506,0.025713309680058,1,2,46.0050895441771,0.10241931688224
5000,61,664,3.74251815771171,408,409,0.0273676734297422,1,2,46.0493268466827,0.081271940633836
5000,62,665,4.77614944050969,504,505,0.0259310386644116,1,2,46.1008491485853,0.10360220101621
5000,63,666,5.37077398809567,590,591,0.0243716069735824,1,2,46.3779709560571,0.11580441915375
5000,64,667,4.56892374853906,482,483,0.0269883852872687,1,2,46.2056971193208,0.0988822598377933
5000,65,668,4.16407148216644,446,447,0.0252449925104014,1,2,46.0988173226394,0.0903292475601417
5000,66,669,4.76066156117417,503,504,0.0258902616068877,1,2,46.1966082703286,0.103052188015973
5000,67,670,5.53038502143638,607,608,0.024019321468865,1,2,46.0470222015049,0.120102989444899
5000,68,671,6.13603003730709,668,669,0.0277876094520608,1,2,45.8614100359309,0.133795058470721
5000,69,672,6.39974636669514,675,676,0.0256417140766391,1,2,46.2703437442489,0.138312055818487
5000,70,673,4.73090895769266,503,504,0.0293966665509349,1,2,46.0374885600072,0.102762099012551
5000,71,674,3.79440982315864,397,398,0.0234710424687801,1,2,46.0731344220263,0.082356233643714
5000,72,675,5.75101383048912,613,614,0.0253653588692785,1,2,45.7491909419933,0.125707443390223
5000,73,676,3.85519831084371,423,424,0.0271558773436751,1,2,46.153524109251,0.0835298795757825
5000,74,677,4.57984010464433,476,477,0.0252535287801843,1,2,46.1588093891144,0.099219199222335
5000,75,678,5.44451180602524,576,577,0.023114312246832,1,2,45.9516553513782,0.118483474956293
5000,76,679,4.82083069281163,525,526,0.0254165561514332,1,2,46.0733709409678,0.104633774224777
5000,77,680,4.89416762142994,513,514,0.0244200807396517,1,2,46.1635654219563,0.106017972760444
5000,78,681,4.87220546194881,514,515,0.0244177740995514,1,2,46.0640012617177,0.105770348395634
5000,79,682,4.66625942622385,491,492,0.028380538877272,1,2,46.2379918341021,0.100918297727245
5000,80,683,4.04352616200251,440,441,0.0278136487551415,1,2,46.1495525620804,0.0876178844109736
5000,81,684,5.33393262401274,570,571,0.0308101444863992,1,2,45.9833187247988,0.115997121824445
5000,82,685,4.63140804593157,500,501,0.0267457348990381,1,2,45.9916685539832,0.100701022414427
