"n","simulation_run","seed","addario_hop_diameter","addario_num_vertices","addario_path_length"
800,23,926,171,172,4.2305308996842
800,24,927,158,159,3.58730227419116
800,25,928,191,192,4.71000409695523
800,26,929,195,196,4.76360587334828
800,27,930,125,126,2.64903508304968
800,28,931,141,142,3.54288988348116
800,29,932,208,209,4.94273194475896
800,30,933,201,202,4.54049147512615
800,31,934,211,212,5.33764080445739
800,32,935,181,182,4.22475843019926
800,33,936,144,145,3.46476014549208
800,34,937,141,142,3.18569224962523
800,35,938,134,135,3.0807353058341
800,36,939,188,189,4.35768489378613
800,37,940,166,167,3.88262145626553
800,38,941,171,172,4.12660438419862
800,39,942,154,155,3.83978405988539
800,40,943,183,184,4.36908197435132
800,41,944,201,202,4.73578596267038
800,42,945,182,183,4.31091162908107
800,43,946,174,175,4.12213428416407
800,44,947,176,177,4.06869095957165
800,45,948,170,171,3.91198284078201
800,46,949,150,151,3.34514657183282
800,47,950,191,192,4.55715007581995
800,48,951,166,167,3.78466559311873
800,49,952,125,126,2.89452084467793
800,50,953,175,176,3.97363819654057
800,51,954,139,140,3.2347501560579
800,52,955,137,138,3.11622822497224
800,53,956,181,182,4.22738902394836
800,54,957,168,169,3.95728263758013
800,55,958,208,209,4.97796652650331
800,56,959,183,184,4.5068571398759
800,57,960,154,155,3.52040342866046
800,58,961,216,217,5.15570281739358
800,59,962,162,163,3.85816710130298
800,60,963,142,143,3.31360809124055
800,61,964,154,155,3.44827556538696
800,62,965,145,146,3.41245139673093
800,63,966,165,166,3.82647864207967
800,64,967,196,197,4.79669383980029
800,65,968,117,118,2.90922070071626
800,66,969,145,146,3.25743627859537
800,67,970,190,191,4.45328605132695
800,68,971,148,149,3.36237846991672
800,69,972,182,183,4.01243045152885
800,70,973,219,220,5.18699399098449
800,71,974,175,176,4.18951440269139
800,72,975,237,238,5.63899712883917
800,73,976,153,154,3.56607056938898
800,74,977,152,153,3.39199139883859
800,75,978,134,135,3.01560430552596
800,76,979,160,161,3.93761860368126
800,77,980,133,134,2.98789229838921
800,78,981,166,167,3.96829531306851
800,79,982,157,158,3.82603172267438
800,80,983,132,133,3.17600749791379
800,81,984,143,144,3.50782054382959
800,82,985,179,180,4.26928161007981
800,83,986,171,172,4.20243747628042
800,84,987,181,182,4.48745861723906
800,85,988,156,157,3.71586975200687
800,86,989,142,143,3.47875004287657
800,87,990,159,160,3.7033464051789
800,88,991,146,147,3.36943344633555
800,89,992,179,180,4.10895910748797
800,90,993,171,172,3.97115767035931
800,91,994,246,247,5.87748640900327
800,92,995,126,127,3.15695332796628
800,93,996,139,140,3.46614161567697
800,94,997,178,179,4.17665452895936
800,95,998,165,166,3.91744364781881
800,96,999,167,168,3.93795627327114
800,97,1000,158,159,3.73015888949386
800,98,1001,166,167,4.01208007267523
800,99,1002,161,162,3.66195938835081
800,100,1003,184,185,4.39266520961643
