"structure","run","seed","weighted_diameter","hop_diameter","mst_length","weighted_stringy","hop_stringy","difference"
"Sine wave",36,1085,4.45423804723036,472,4.53883246423382,0.981362075452207,0.945891783567134,0.0354702918850731
"Sine wave",37,1086,4.44901219589321,474,4.52939319737783,0.982253472378783,0.949899799599198,0.0323536727795849
"Sine wave",38,1087,4.46334765421018,474,4.55047548615728,0.980853026851339,0.949899799599198,0.0309532272521406
"Sine wave",39,1088,4.42286730585013,468,4.53455578615995,0.975369477060859,0.937875751503006,0.0374937255578532
"Sine wave",40,1089,4.42964501550075,473,4.51274861802505,0.981584703789534,0.947895791583166,0.0336889122063678
"Sine wave",41,1090,4.4887775481177,475,4.57758485817098,0.980599527304281,0.95190380761523,0.0286957196890503
"Sine wave",42,1091,4.44403305587518,469,4.54745514757635,0.97725714969255,0.939879759519038,0.0373773901735124
"Sine wave",43,1092,4.50038991881529,475,4.58469328030403,0.981611995321277,0.95190380761523,0.0297081877060466
"Sine wave",44,1093,4.45261105585594,473,4.55988757259383,0.976473868043884,0.947895791583166,0.028578076460718
"Sine wave",45,1094,4.45502440293623,470,4.54581246591214,0.98002819877487,0.94188376753507,0.0381444312397995
"Sine wave",46,1095,4.43371790147086,471,4.54358505480486,0.975819281028356,0.943887775551102,0.0319315054772534
"Sine wave",47,1096,4.43797596456939,475,4.54022030196161,0.977480313598871,0.95190380761523,0.0255765059836405
"Sine wave",48,1097,4.49025487894854,480,4.55008513567573,0.986850739064621,0.961923847695391,0.0249268913692307
"Sine wave",49,1098,4.48127938363673,481,4.55512959430263,0.983787462214409,0.963927855711423,0.0198596065029865
"Sine wave",50,1099,4.47406806458672,475,4.57424047149437,0.978100756282512,0.95190380761523,0.0261969486672816
"Sine wave",51,1100,4.42529563674464,476,4.49684103605872,0.98408985357935,0.953907815631262,0.0301820379480872
"Sine wave",52,1101,4.4661782264446,474,4.55377062116497,0.980764864546917,0.949899799599198,0.030865064947719
"Sine wave",53,1102,4.46470003204326,477,4.54487162981367,0.982359986309733,0.955911823647295,0.0264481626624385
"Sine wave",54,1103,4.48226086886265,477,4.56045651796463,0.982853547930137,0.955911823647295,0.026941724282842
"Sine wave",55,1104,4.49158189581782,481,4.55304554599807,0.98650054132793,0.963927855711423,0.0225726856165077
"Sine wave",56,1105,4.40022603386834,468,4.51960224370548,0.973587009785343,0.937875751503006,0.0357112582823368
"Sine wave",57,1106,4.47796761373986,473,4.56236932494255,0.981500464957699,0.947895791583166,0.0336046733745328
"Sine wave",58,1107,4.4349330665291,479,4.5065315510267,0.984112285981603,0.959919839679359,0.0241924463022446
"Sine wave",59,1108,4.45972254589653,472,4.55395957945853,0.979306572243839,0.945891783567134,0.0334147886767048
"Sine wave",60,1109,4.46204283600921,473,4.55783870856349,0.9789821714458,0.947895791583166,0.0310863798626335
"Sine wave",61,1110,4.48777039366706,478,4.55927737956361,0.984316158034808,0.957915831663327,0.0264003263714812
"Sine wave",62,1111,4.47561176210444,479,4.55138749609413,0.983351069524465,0.959919839679359,0.0234312298451067
"Sine wave",63,1112,4.44278372238299,471,4.55187593417401,0.9760335709126,0.943887775551102,0.0321457953614978
"Sine wave",64,1113,4.45915146608117,470,4.55978114829251,0.97793102806063,0.94188376753507,0.0360472605255594
"Sine wave",65,1114,4.48223967782606,475,4.56866825772869,0.981082325302035,0.95190380761523,0.029178517686805
"Sine wave",66,1115,4.51974831955432,476,4.59731054952694,0.983128781678541,0.953907815631262,0.0292209660472789
"Sine wave",67,1116,4.42627214128536,475,4.51703968871621,0.97990552359821,0.95190380761523,0.0280017159829794
"Sine wave",68,1117,4.47447567334062,475,4.55475697300232,0.982374185903319,0.95190380761523,0.0304703782880886
"Sine wave",69,1118,4.49175154193407,474,4.58402240144652,0.979871202312769,0.949899799599198,0.0299714027135705
"Sine wave",70,1119,4.47915447799679,479,4.54797396920113,0.984868099142524,0.959919839679359,0.0249482594631656
"Sine wave",71,1120,4.48791903505053,480,4.53606147281487,0.989386731627675,0.961923847695391,0.0274628839322845
"Sine wave",72,1121,4.47672026714997,476,4.56077493292207,0.981570091265555,0.953907815631262,0.027662275634292
"Sine wave",73,1122,4.48377709333264,474,4.57980496747248,0.979032322375764,0.949899799599198,0.029132522776566
"Sine wave",74,1123,4.44032815313936,469,4.55338349017031,0.975171136524079,0.939879759519038,0.0352913770050406
"Sine wave",75,1124,4.46547786719652,470,4.57438396106268,0.976192183517349,0.94188376753507,0.0343084159822791
"Sine wave",76,1125,4.492769281883,482,4.5745416551038,0.982124466364938,0.965931863727455,0.0161926026374836
"Sine wave",77,1126,4.47099800131632,472,4.56028765684499,0.980420170338456,0.945891783567134,0.0345283867713215
"Sine wave",78,1127,4.46573528551557,471,4.55436054446189,0.980540570277403,0.943887775551102,0.0366527947263009
"Sine wave",79,1128,4.46248937456104,474,4.54864174540045,0.981059759009043,0.949899799599198,0.0311599594098448
"Sine wave",80,1129,4.46575048491506,473,4.55493956517112,0.980419261555512,0.947895791583166,0.0325234699723459
"Sine wave",81,1130,4.44713093061524,471,4.55559058359267,0.976191966554663,0.943887775551102,0.032304191003561
"Sine wave",82,1131,4.46778192994568,475,4.56008461610699,0.979758558462868,0.95190380761523,0.0278547508476379
"Sine wave",83,1132,4.45885361964616,473,4.56353119890465,0.977062153254564,0.947895791583166,0.0291663616713981
"Sine wave",84,1133,4.50286010923895,480,4.57259537564725,0.984749303037024,0.961923847695391,0.0228254553416335
"Sine wave",85,1134,4.43099240031656,475,4.51583615298301,0.981211950612867,0.95190380761523,0.0293081429976363
"Sine wave",86,1135,4.48654816073747,472,4.58649837356259,0.978207729582715,0.945891783567134,0.0323159460155804
"Sine wave",87,1136,4.4602597489433,478,4.52810172715925,0.985017567558379,0.957915831663327,0.0271017358950528
"Sine wave",88,1137,4.51210607988856,475,4.59751428556015,0.981422960241833,0.95190380761523,0.0295191526266023
"Sine wave",89,1138,4.45650570614553,473,4.53196515857241,0.983349507380005,0.947895791583166,0.0354537157968384
"Sine wave",90,1139,4.44828821866313,473,4.53312733689489,0.981284638191991,0.947895791583166,0.0333888466088249
"Sine wave",91,1140,4.46767220173534,469,4.56843395785429,0.977943917533115,0.939879759519038,0.0380641580140771
"Sine wave",92,1141,4.46385255001713,479,4.54051958467536,0.98311492038995,0.959919839679359,0.0231950807105908
"Sine wave",93,1142,4.46498523897192,474,4.54581082065752,0.98221976565362,0.949899799599198,0.0323199660544216
"Sine wave",94,1143,4.45039464988973,476,4.51776596602332,0.985087470966786,0.953907815631262,0.0311796553355232
"Sine wave",95,1144,4.42707198267227,471,4.53798655813333,0.975558637285457,0.943887775551102,0.0316708617343548
"Sine wave",96,1145,4.47263251527914,479,4.54333768859475,0.98443761433514,0.959919839679359,0.0245177746557818
"Sine wave",97,1146,4.52435408561514,474,4.6083792494314,0.981766873065703,0.949899799599198,0.031867073466505
"Sine wave",98,1147,4.47980270938129,475,4.5724748989966,0.979732597408978,0.95190380761523,0.0278287897937471
"Sine wave",99,1148,4.47781239920601,468,4.59168345370914,0.975200586963121,0.937875751503006,0.0373248354601152
"Sine wave",100,1149,4.48095541623555,477,4.56423222643064,0.981754475656857,0.955911823647295,0.0258426520095626
